"f:0","f:1","f:2",":0",":1",":2"
-0.041007759561637824,-0.6779305568859438,0,0.825,0,0
-0.04112472757639374,-0.6772654294306739,0,0.824,0,0
-0.04123996817780917,-0.6765974170795949,0,0.823,0,0
-0.04135347803490341,-0.6759265320261052,0,0.822,0,0
-0.04146525514292054,-0.6752527862422492,0,0.821,0,0
-0.04157529759992673,-0.6745761914855805,0,0.82,0,0
-0.041683603503988254,-0.6738967595136527,0,0.819,0,0
-0.04179017095317139,-0.6732145020840196,0,0.818,0,0
-0.04189499804554209,-0.6725294309542346,0,0.817,0,0
-0.04199808287916684,-0.6718415578818514,0,0.816,0,0
-0.042099423552111825,-0.6711508946244237,0,0.815,0,0
-0.0421990181624432,-0.670457452939505,0,0.814,0,0
-0.04229686480822714,-0.669761244584649,0,0.813,0,0
-0.04239296158752992,-0.6690622813174095,0,0.812,0,0
-0.04248730659841771,-0.6683605748953397,0,0.811,0,0
-0.04257989793895689,-0.6676561370759937,0,0.81,0,0
-0.042670733707213526,-0.6669489796169247,0,0.809,0,0
-0.042759812001253894,-0.6662391142756866,0,0.808,0,0
-0.04284713091914416,-0.6655265528098329,0,0.807,0,0
-0.042932688558950605,-0.6648113069769173,0,0.806,0,0
-0.04301648301873939,-0.6640933885344934,0,0.805,0,0
-0.043098512396576805,-0.6633728092401148,0,0.804,0,0
-0.043178774790529006,-0.6626495808513352,0,0.803,0,0
-0.043257268298662166,-0.6619237151257081,0,0.802,0,0
-0.04333399101904267,-0.6611952238207872,0,0.801,0,0
-0.04340894104973658,-0.6604641186941261,0,0.8,0,0
-0.043482116488810174,-0.6597304115032786,0,0.799,0,0
-0.043553515434329726,-0.658994114005798,0,0.798,0,0
-0.043623135984361405,-0.6582552379592381,0,0.797,0,0
-0.04369097623697138,-0.6575137951211527,0,0.796,0,0
-0.04375703429022593,-0.6567697972490951,0,0.795,0,0
-0.04382130825054087,-0.656023256110006,0,0.794,0,0
-0.04388379703996659,-0.6552741837746217,0,0.793,0,0
-0.04394450081715362,-0.654522591975823,0,0.792,0,0
-0.04400341980858413,-0.6537684922284691,0,0.791,0,0
-0.04406055424074051,-0.6530118960474188,0,0.79,0,0
-0.04411590434010504,-0.6522528149475313,0,0.789,0,0
-0.044169470333159766,-0.6514912604436651,0,0.788,0,0
-0.044221252446387194,-0.6507272440506795,0,0.787,0,0
-0.04427125090626938,-0.6499607772834333,0,0.786,0,0
-0.044319465939288705,-0.6491918716567854,0,0.785,0,0
-0.04436589777192723,-0.6484205386855947,0,0.784,0,0
-0.04441054663066746,-0.6476467898847202,0,0.783,0,0
-0.04445341274199155,-0.646870636769021,0,0.782,0,0
-0.04449449633238178,-0.6460920908533557,0,0.781,0,0
-0.044533797628320326,-0.6453111636525836,0,0.78,0,0
-0.044571316856289456,-0.6445278666815634,0,0.779,0,0
-0.04460705424277145,-0.643742211455154,0,0.778,0,0
-0.044641010014248694,-0.6429542094882145,0,0.777,0,0
-0.04467318439720325,-0.6421638722956037,0,0.776,0,0
-0.044703577618117385,-0.6413712113921806,0,0.775,0,0
-0.044732189903473385,-0.6405762382928041,0,0.774,0,0
-0.044759021479753636,-0.6397789645123332,0,0.773,0,0
-0.0447840725734403,-0.6389794015656267,0,0.772,0,0
-0.044807343411015554,-0.6381775609675437,0,0.771,0,0
-0.044828834218961666,-0.6373734542329431,0,0.77,0,0
-0.04484854522376103,-0.6365670928766839,0,0.769,0,0
-0.044866476651895804,-0.6357584884136248,0,0.768,0,0
-0.04488262872984827,-0.6349476523586248,0,0.767,0,0
-0.0448970016841006,-0.6341345962265431,0,0.766,0,0
-0.044909595746295494,-0.633319331535967,0,0.765,0,0
-0.04492041189593965,-0.6325018699399871,0,0.764,0,0
-0.04492945224546374,-0.6316822226666563,0,0.763,0,0
-0.0449367189413139,-0.6308604007349394,0,0.762,0,0
-0.044942214129936375,-0.6300364151638015,0,0.761,0,0
-0.044945939957777625,-0.6292102769722075,0,0.76,0,0
-0.044947898571283784,-0.6283819971791226,0,0.759,0,0
-0.044948092116901095,-0.6275515868035115,0,0.758,0,0
-0.04494652274107591,-0.6267190568643395,0,0.757,0,0
-0.044943192590254366,-0.6258844183805714,0,0.756,0,0
-0.04493810381088292,-0.6250476823711724,0,0.755,0,0
-0.044931258549407604,-0.6242088598551072,0,0.754,0,0
-0.044922658952274874,-0.623367961851341,0,0.753,0,0
-0.044912307165930976,-0.6225249993788389,0,0.752,0,0
-0.04490020533682215,-0.6216799834565657,0,0.751,0,0
-0.044886355611394646,-0.6208329251034864,0,0.75,0,0
-0.0448707601360947,-0.6199838353385663,0,0.749,0,0
-0.04485342105736856,-0.61913272518077,0,0.748,0,0
-0.044834340521662686,-0.6182796056490627,0,0.747,0,0
-0.0448135206754231,-0.6174244877624094,0,0.746,0,0
